1075_2016-06-07_10_1,89.970924
1075_2016-06-07_10_2,110.14386
1075_2016-06-07_10_3,111.07634
1075_2016-06-07_10_4,125.46199
1075_2016-06-07_10_5,110.78007
1075_2016-06-07_10_6,88.08221
1076_2016-06-07_10_1,200.21729
1076_2016-06-07_10_2,222.03268
1076_2016-06-07_10_3,219.71971
1076_2016-06-07_10_4,226.23349
1076_2016-06-07_10_5,205.29854
1076_2016-06-07_10_6,164.12363
1077_2016-06-07_10_1,114.75399
1077_2016-06-07_10_2,114.4589
1077_2016-06-07_10_3,112.38363
1077_2016-06-07_10_4,121.00196
1077_2016-06-07_10_5,104.740036
1077_2016-06-07_10_6,85.57899
1125_2016-06-07_10_1,66.195694
1125_2016-06-07_10_2,77.46293
1125_2016-06-07_10_3,84.05682
1125_2016-06-07_10_4,91.09574
1125_2016-06-07_10_5,79.75879
1125_2016-06-07_10_6,78.60806
1126_2016-06-07_10_1,202.76009
1126_2016-06-07_10_2,224.60085
1126_2016-06-07_10_3,225.61008
1126_2016-06-07_10_4,228.13527
1126_2016-06-07_10_5,217.64706
1126_2016-06-07_10_6,179.50378
1127_2016-06-07_10_1,302.9389
1127_2016-06-07_10_2,312.5828
1127_2016-06-07_10_3,305.2374
1127_2016-06-07_10_4,327.11505
1127_2016-06-07_10_5,289.83517
1127_2016-06-07_10_6,266.0095
1128_2016-06-07_10_1,271.62518
1128_2016-06-07_10_2,273.8382
1128_2016-06-07_10_3,297.47397
1128_2016-06-07_10_4,311.47455
1128_2016-06-07_10_5,294.71173
1128_2016-06-07_10_6,237.4697
1129_2016-06-07_10_1,223.54167
1129_2016-06-07_10_2,235.50806
1129_2016-06-07_10_3,235.95642
1129_2016-06-07_10_4,244.1846
1129_2016-06-07_10_5,259.3591
1129_2016-06-07_10_6,201.71538
1130_2016-06-07_10_1,272.87375
1130_2016-06-07_10_2,302.5329
1130_2016-06-07_10_3,336.02878
1130_2016-06-07_10_4,355.85306
1130_2016-06-07_10_5,354.71918
1130_2016-06-07_10_6,309.94897
1131_2016-06-07_10_1,144.38174
1131_2016-06-07_10_2,135.85442
1131_2016-06-07_10_3,149.13943
1131_2016-06-07_10_4,174.15062
1131_2016-06-07_10_5,185.24364
1131_2016-06-07_10_6,163.77509
1132_2016-06-07_10_1,67.87525
1132_2016-06-07_10_2,69.74936
1132_2016-06-07_10_3,59.172356
1132_2016-06-07_10_4,62.59639
1132_2016-06-07_10_5,62.083992
1132_2016-06-07_10_6,50.544914
1172_2016-06-07_10_1,3.2295916
1172_2016-06-07_10_2,2.345602
1172_2016-06-07_10_3,2.6487048
1172_2016-06-07_10_4,2.7970357
1172_2016-06-07_10_5,2.758341
1172_2016-06-07_10_6,2.7952147
1173_2016-06-07_10_1,9.0677595
1173_2016-06-07_10_2,8.39898
1173_2016-06-07_10_3,8.711347
1173_2016-06-07_10_4,8.825735
1173_2016-06-07_10_5,6.989799
1173_2016-06-07_10_6,10.312707
1174_2016-06-07_10_1,15.929392
1174_2016-06-07_10_2,15.474052
1174_2016-06-07_10_3,15.998928
1174_2016-06-07_10_4,17.963428
1174_2016-06-07_10_5,17.654444
1174_2016-06-07_10_6,15.097521
1175_2016-06-07_10_1,4.419253
1175_2016-06-07_10_2,6.287634
1175_2016-06-07_10_3,8.570749
1175_2016-06-07_10_4,7.6838646
1175_2016-06-07_10_5,8.263167
1175_2016-06-07_10_6,4.856848
1176_2016-06-07_10_1,16.45388
1176_2016-06-07_10_2,18.27669
1176_2016-06-07_10_3,12.176904
1176_2016-06-07_10_4,12.442819
1176_2016-06-07_10_5,13.763796
1176_2016-06-07_10_6,8.857082
1177_2016-06-07_10_1,119.4387
1177_2016-06-07_10_2,143.70145
1177_2016-06-07_10_3,146.67523
1177_2016-06-07_10_4,167.80496
1177_2016-06-07_10_5,138.38843
1177_2016-06-07_10_6,143.14758
1178_2016-06-07_10_1,285.94424
1178_2016-06-07_10_2,313.57828
1178_2016-06-07_10_3,332.56915
1178_2016-06-07_10_4,382.07236
1178_2016-06-07_10_5,376.07825
1178_2016-06-07_10_6,348.71045
1179_2016-06-07_10_1,483.77982
1179_2016-06-07_10_2,504.1816
1179_2016-06-07_10_3,510.17273
1179_2016-06-07_10_4,564.89056
1179_2016-06-07_10_5,527.2452
1179_2016-06-07_10_6,477.15176
1180_2016-06-07_10_1,601.814
1180_2016-06-07_10_2,665.41187
1180_2016-06-07_10_3,664.56085
1180_2016-06-07_10_4,678.3859
1180_2016-06-07_10_5,656.7932
1180_2016-06-07_10_6,563.2486
1181_2016-06-07_10_1,880.9665
1181_2016-06-07_10_2,856.04535
1181_2016-06-07_10_3,844.6478
1181_2016-06-07_10_4,816.5099
1181_2016-06-07_10_5,806.73047
1181_2016-06-07_10_6,648.06866
1182_2016-06-07_10_1,355.32394
1182_2016-06-07_10_2,350.15884
1182_2016-06-07_10_3,310.61566
1182_2016-06-07_10_4,331.80914
1182_2016-06-07_10_5,296.5416
1182_2016-06-07_10_6,257.9747
1183_2016-06-07_10_1,104.72728
1183_2016-06-07_10_2,96.3473
1183_2016-06-07_10_3,88.20945
1183_2016-06-07_10_4,98.24551
1183_2016-06-07_10_5,88.5262
1183_2016-06-07_10_6,92.62031
1184_2016-06-07_10_1,30.528315
1184_2016-06-07_10_2,24.377342
1184_2016-06-07_10_3,27.15781
1184_2016-06-07_10_4,25.839634
1184_2016-06-07_10_5,23.83238
1184_2016-06-07_10_6,19.999655
1221_2016-06-07_10_1,0.010694444
1221_2016-06-07_10_2,1.4060831
1221_2016-06-07_10_3,1.6148759
1221_2016-06-07_10_4,1.87043
1221_2016-06-07_10_5,1.4159114
1221_2016-06-07_10_6,1.951116
1222_2016-06-07_10_1,3.32704
1222_2016-06-07_10_2,3.4820273
1222_2016-06-07_10_3,3.3665562
1222_2016-06-07_10_4,3.1352928
1222_2016-06-07_10_5,3.6524441
1222_2016-06-07_10_6,3.6118429
1223_2016-06-07_10_1,7.197927
1223_2016-06-07_10_2,7.026623
1223_2016-06-07_10_3,5.637691
1223_2016-06-07_10_4,7.551434
1223_2016-06-07_10_5,6.8699856
1223_2016-06-07_10_6,7.3233843
1224_2016-06-07_10_1,17.264286
1224_2016-06-07_10_2,14.200217
1224_2016-06-07_10_3,14.052173
1224_2016-06-07_10_4,15.700573
1224_2016-06-07_10_5,14.89865
1224_2016-06-07_10_6,14.226132
1225_2016-06-07_10_1,2.8938487
1225_2016-06-07_10_2,2.866275
1225_2016-06-07_10_3,3.538771
1225_2016-06-07_10_4,3.5124474
1225_2016-06-07_10_5,2.0857623
1225_2016-06-07_10_6,2.6781468
1227_2016-06-07_10_1,69.04641
1227_2016-06-07_10_2,64.620834
1227_2016-06-07_10_3,55.22621
1227_2016-06-07_10_4,64.8115
1227_2016-06-07_10_5,65.52443
1227_2016-06-07_10_6,51.61394
1228_2016-06-07_10_1,173.1093
1228_2016-06-07_10_2,173.32318
1228_2016-06-07_10_3,170.17838
1228_2016-06-07_10_4,185.57285
1228_2016-06-07_10_5,168.59508
1228_2016-06-07_10_6,134.76785
1229_2016-06-07_10_1,364.59534
1229_2016-06-07_10_2,350.62372
1229_2016-06-07_10_3,379.30646
1229_2016-06-07_10_4,390.8463
1229_2016-06-07_10_5,380.5037
1229_2016-06-07_10_6,336.67896
1230_2016-06-07_10_1,666.0862
1230_2016-06-07_10_2,721.0312
1230_2016-06-07_10_3,733.62445
1230_2016-06-07_10_4,768.4856
1230_2016-06-07_10_5,706.9311
1230_2016-06-07_10_6,637.3855
1231_2016-06-07_10_1,969.4807
1231_2016-06-07_10_2,964.70996
1231_2016-06-07_10_3,1038.5675
1231_2016-06-07_10_4,1039.5664
1231_2016-06-07_10_5,884.029
1231_2016-06-07_10_6,693.02747
1232_2016-06-07_10_1,818.14355
1232_2016-06-07_10_2,812.7405
1232_2016-06-07_10_3,807.1199
1232_2016-06-07_10_4,843.374
1232_2016-06-07_10_5,792.496
1232_2016-06-07_10_6,704.4996
1233_2016-06-07_10_1,584.7386
1233_2016-06-07_10_2,613.9627
1233_2016-06-07_10_3,632.549
1233_2016-06-07_10_4,667.74725
1233_2016-06-07_10_5,651.64954
1233_2016-06-07_10_6,603.6147
1234_2016-06-07_10_1,440.40598
1234_2016-06-07_10_2,455.02438
1234_2016-06-07_10_3,454.56177
1234_2016-06-07_10_4,471.77753
1234_2016-06-07_10_5,460.51773
1234_2016-06-07_10_6,427.19757
1235_2016-06-07_10_1,200.81004
1235_2016-06-07_10_2,216.01907
1235_2016-06-07_10_3,206.31955
1235_2016-06-07_10_4,223.60207
1235_2016-06-07_10_5,263.83725
1235_2016-06-07_10_6,214.41917
1272_2016-06-07_10_1,0.1791198
