1075_2016-06-14_13_1,122.65563
1075_2016-06-14_13_2,115.326294
1075_2016-06-14_13_3,93.0214
1075_2016-06-14_13_4,99.64495
1075_2016-06-14_13_5,113.910126
1075_2016-06-14_13_6,104.51897
1076_2016-06-14_13_1,232.18762
1076_2016-06-14_13_2,210.33253
1076_2016-06-14_13_3,160.24045
1076_2016-06-14_13_4,190.02898
1076_2016-06-14_13_5,206.6614
1076_2016-06-14_13_6,197.18292
1077_2016-06-14_13_1,101.58809
1077_2016-06-14_13_2,101.12006
1077_2016-06-14_13_3,91.65615
1077_2016-06-14_13_4,128.08055
1077_2016-06-14_13_5,176.09737
1077_2016-06-14_13_6,190.26389
1125_2016-06-14_13_1,89.42236
1125_2016-06-14_13_2,76.789185
1125_2016-06-14_13_3,66.15562
1125_2016-06-14_13_4,107.90479
1125_2016-06-14_13_5,124.20231
1125_2016-06-14_13_6,116.693726
1126_2016-06-14_13_1,225.079
1126_2016-06-14_13_2,209.73923
1126_2016-06-14_13_3,191.83096
1126_2016-06-14_13_4,233.54669
1126_2016-06-14_13_5,318.95837
1126_2016-06-14_13_6,331.764
1127_2016-06-14_13_1,321.3668
1127_2016-06-14_13_2,276.51425
1127_2016-06-14_13_3,249.23009
1127_2016-06-14_13_4,305.41016
1127_2016-06-14_13_5,397.17618
1127_2016-06-14_13_6,446.47015
1128_2016-06-14_13_1,304.68387
1128_2016-06-14_13_2,291.65298
1128_2016-06-14_13_3,233.52766
1128_2016-06-14_13_4,296.8457
1128_2016-06-14_13_5,410.99094
1128_2016-06-14_13_6,470.34927
1129_2016-06-14_13_1,250.858
1129_2016-06-14_13_2,239.84457
1129_2016-06-14_13_3,194.53957
1129_2016-06-14_13_4,229.89119
1129_2016-06-14_13_5,342.16782
1129_2016-06-14_13_6,409.1307
1130_2016-06-14_13_1,341.55966
1130_2016-06-14_13_2,343.50253
1130_2016-06-14_13_3,296.62082
1130_2016-06-14_13_4,401.55756
1130_2016-06-14_13_5,547.9139
1130_2016-06-14_13_6,549.7169
1131_2016-06-14_13_1,173.12488
1131_2016-06-14_13_2,188.28935
1131_2016-06-14_13_3,164.35338
1131_2016-06-14_13_4,187.28987
1131_2016-06-14_13_5,250.52345
1131_2016-06-14_13_6,247.18033
1132_2016-06-14_13_1,73.62083
1132_2016-06-14_13_2,74.20819
1132_2016-06-14_13_3,59.044296
1132_2016-06-14_13_4,66.86101
1132_2016-06-14_13_5,69.37981
1132_2016-06-14_13_6,51.211185
1172_2016-06-14_13_1,0.0
1172_2016-06-14_13_2,1.8411754
1172_2016-06-14_13_3,2.5123143
1172_2016-06-14_13_4,2.890973
1172_2016-06-14_13_5,4.284364
1172_2016-06-14_13_6,3.7771997
1173_2016-06-14_13_1,7.5720835
1173_2016-06-14_13_2,6.9309907
1173_2016-06-14_13_3,7.6011753
1173_2016-06-14_13_4,10.050137
1173_2016-06-14_13_5,16.158821
1173_2016-06-14_13_6,14.675713
1174_2016-06-14_13_1,15.007063
1174_2016-06-14_13_2,16.624613
1174_2016-06-14_13_3,11.271898
1174_2016-06-14_13_4,18.652672
1174_2016-06-14_13_5,26.614733
1174_2016-06-14_13_6,26.36021
1175_2016-06-14_13_1,7.4205093
1175_2016-06-14_13_2,7.5903244
1175_2016-06-14_13_3,4.795709
1175_2016-06-14_13_4,6.4640045
1175_2016-06-14_13_5,10.9970875
1175_2016-06-14_13_6,12.276431
1176_2016-06-14_13_1,10.991393
1176_2016-06-14_13_2,12.500382
1176_2016-06-14_13_3,7.4124804
1176_2016-06-14_13_4,7.435868
1176_2016-06-14_13_5,13.332062
1176_2016-06-14_13_6,14.135183
1177_2016-06-14_13_1,173.90762
1177_2016-06-14_13_2,151.719
1177_2016-06-14_13_3,134.51805
1177_2016-06-14_13_4,171.3468
1177_2016-06-14_13_5,230.90694
1177_2016-06-14_13_6,272.04132
1178_2016-06-14_13_1,362.8374
1178_2016-06-14_13_2,352.71204
1178_2016-06-14_13_3,318.82465
1178_2016-06-14_13_4,412.7256
1178_2016-06-14_13_5,541.31744
1178_2016-06-14_13_6,608.55853
1179_2016-06-14_13_1,560.85315
1179_2016-06-14_13_2,549.0859
1179_2016-06-14_13_3,466.37073
1179_2016-06-14_13_4,569.33887
1179_2016-06-14_13_5,763.84314
1179_2016-06-14_13_6,783.4776
1180_2016-06-14_13_1,681.548
1180_2016-06-14_13_2,605.88257
1180_2016-06-14_13_3,560.64844
1180_2016-06-14_13_4,700.93555
1180_2016-06-14_13_5,917.46643
1180_2016-06-14_13_6,948.2378
1181_2016-06-14_13_1,837.96295
1181_2016-06-14_13_2,758.8279
1181_2016-06-14_13_3,653.3506
1181_2016-06-14_13_4,702.7485
1181_2016-06-14_13_5,919.9147
1181_2016-06-14_13_6,959.846
1182_2016-06-14_13_1,316.4765
1182_2016-06-14_13_2,295.2863
1182_2016-06-14_13_3,251.5316
1182_2016-06-14_13_4,273.89554
1182_2016-06-14_13_5,430.66827
1182_2016-06-14_13_6,473.94543
1183_2016-06-14_13_1,104.052185
1183_2016-06-14_13_2,105.32453
1183_2016-06-14_13_3,85.10118
1183_2016-06-14_13_4,111.60313
1183_2016-06-14_13_5,121.01268
1183_2016-06-14_13_6,113.34836
1184_2016-06-14_13_1,23.407812
1184_2016-06-14_13_2,20.503332
1184_2016-06-14_13_3,18.41551
1184_2016-06-14_13_4,23.089302
